symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,yearHigh,yearLow,totalTradedVolume,totalTradedValue,lastUpdateTime,perChange365d,perChange30d
NIFTY MIDCAP 50,NIFTY MIDCAP 50,11172.9,11232.75,10982.35,11066.55,11140.35,-73.80000000000109,-0.66,11789.95,8194.6,448153752,69625571082.34,25-Oct-2023 16:00:00,31.11,-3.08
AUBANK,AUBANKEQN,696.15,709,693.1,707.85,695.45,12.4,1.78,795,548,1877527,1316296629.16,25-Oct-2023 15:57:56,19.76,-6.59
PERSISTENT,PERSISTENTEQN,5834.25,5935,5821.9,5906,5806.25,99.75,1.72,6035,3612.5,531909,3134013147.09,25-Oct-2023 15:56:03,56.59,-0.74
IGL,IGLEQN,397.95,401.75,392.15,398.5,392.3,6.2,1.58,515.7,379.15,3107364,1237476639.3600001,25-Oct-2023 15:59:29,2.33,-13.75
ALKEM,ALKEMEQN,3535.15,3592.45,3531.8,3577,3533.85,43.15,1.22,4243,2940.05,108539,386425974.75,25-Oct-2023 15:58:33,13.82,-0.47
SAIL,SAILEQN,84,85.35,83.1,84.25,83.35,0.9,1.08,103.65,73.75,14344290,1210371190.2,25-Oct-2023 15:59:24,6.18,-10.57
NMDC,NMDCEQN,152.85,154.75,150.6,152.75,151.15,1.6,1.06,167.55,92.25,18234386,2790590433.44,25-Oct-2023 15:59:46,15.43,5.55
BATAINDIA,BATAINDIAEQN,1573.75,1632,1573.75,1590,1573.75,16.25,1.03,1866.7,1381.05,188606,299632694.02000004,25-Oct-2023 15:55:35,-13.27,-3.66
BALKRISIND,BALKRISINDEQN,2564.1,2640,2555,2591.15,2566.9,24.25,0.94,2640,1796.3,821381,2140486030.76,25-Oct-2023 15:59:02,31.61,0.77
IDFCFIRSTB,IDFCFIRSTBEQN,86.45,87.7,85.75,87.05,86.45,0.6,0.69,100.7,52.1,37773182,3282867247.62,25-Oct-2023 15:59:46,48.03,-7.64
OFSS,OFSSEQN,3938,3985,3913.05,3957.5,3933.9,23.6,0.6,4528.45,2883.25,59838,236650912.68,25-Oct-2023 15:57:32,34.01,-6.23
MPHASIS,MPHASISEQN,2130,2162.95,2122,2132.05,2121.15,10.9,0.51,2552,1660.05,460043,986451803.1800001,25-Oct-2023 15:58:39,4.08,-14.68
JUBLFOOD,JUBLFOODEQN,522.1,538.8,522.1,527.3,524.85,2.45,0.47,627.8,412.1,3244900,1722295573,25-Oct-2023 15:59:07,-11.98,-1.16
PETRONET,PETRONETEQN,220.9,222.2,218.35,220.4,219.9,0.5,0.23,254.4,199.55,2515592,553757266.96,25-Oct-2023 15:59:10,8.51,-8.47
M&MFIN,M&MFINEQN,273.9,276.75,269.2,273.25,272.8,0.45,0.16,346.55,191.2,1710365,468862357.45,25-Oct-2023 15:59:27,33.5,-9.83
CUMMINSIND,CUMMINSINDEQN,1705,1722.25,1683.5,1699,1698.95,0.05,0,1980.15,1185.1,364056,619521376.32,25-Oct-2023 15:58:58,41.14,-1.53
GUJGASLTD,GUJGASLTDEQN,407,408.75,400.55,406.6,406.8,-0.2,-0.05,539.1,400.55,1449997,587161785.18,25-Oct-2023 15:59:12,-20.07,-7.46
MRF,MRFEQN,109299.95,109948.85,108150,108889,108977.35,-88.35,-0.08,113439.3,81380.05,4580,499164856.8,25-Oct-2023 15:58:49,26.29,0.3
ABCAPITAL,ABCAPITALEQN,173.05,175.3,170.6,172.4,172.55,-0.15,-0.09,199.3,112,1909337,330391674.47999996,25-Oct-2023 15:59:08,50.9,-1.43
ASTRAL,ASTRALEQN,1829.95,1858.5,1806.75,1821,1823.45,-2.45,-0.13,2058,1297.8,442617,810064354.89,25-Oct-2023 15:57:51,-9.58,-0.96
VOLTAS,VOLTASEQN,823.3,843.75,814.25,820.15,821.3,-1.15,-0.14,934,737.2,1072916,890681217.4,25-Oct-2023 15:58:04,-5.17,-5.11
LTTS,LTTSEQN,4230.9,4252.45,4187,4204.95,4215.5,-10.55,-0.25,4858.6,3215.85,170213,718836733.0799999,25-Oct-2023 15:59:39,19.62,-9.37
COFORGE,COFORGEEQN,4949,4977,4863.05,4899.95,4915.4,-15.45,-0.31,5762.7,3564.75,338564,1662528678.9199998,25-Oct-2023 15:51:20,26.77,-7.14
ASHOKLEY,ASHOKLEYEQN,170.95,172.45,166.6,169.7,170.5,-0.8,-0.47,191.5,133.1,6132925,1039162812,25-Oct-2023 15:59:47,17.95,-4.67
ESCORTS,ESCORTSEQN,3139.95,3190,3084.05,3119,3134.2,-15.2,-0.48,3440.15,1807.7,190950,597797617.5,25-Oct-2023 15:59:25,58,0.24
ACC,ACCEQN,1900,1919.15,1867.35,1886.3,1897.35,-11.05,-0.58,2675,1592.35,660572,1250594910.4,25-Oct-2023 15:58:53,-15.94,-4.1
BIOCON,BIOCONEQN,227,229.4,223.9,224.9,226.25,-1.35,-0.6,295,191.55,3158091,716381362.44,25-Oct-2023 15:59:16,-16.23,-14.41
HDFCAMC,HDFCAMCEQN,2809.75,2865.5,2779.4,2811.85,2828.95,-17.1,-0.6,2930,1589.5,505428,1426848515.4,25-Oct-2023 15:59:55,37.28,6.48
LICHSGFIN,LICHSGFINEQN,454,455.85,441.3,449,451.85,-2.85,-0.63,481,315.1,1605450,720606232.5,25-Oct-2023 15:59:52,8.6,-1.87
OBEROIRLTY,OBEROIRLTYEQN,1085.9,1111.65,1060.7,1075.9,1084.65,-8.75,-0.81,1206.9,790.1,587158,637442211.12,25-Oct-2023 15:59:49,24.92,-3.23
IDEA,IDEAEQN,11,11.2,10.6,10.85,10.95,-0.1,-0.91,12.5,5.7,259001685,2836068450.75,25-Oct-2023 15:59:52,25.86,-3.1
ABBOTINDIA,ABBOTINDIAEQN,22719.95,22899,22405.7,22499,22716.05,-217.05,-0.96,24744.25,18261.65,15093,340715570.13,25-Oct-2023 15:55:29,23.75,0.77
MFSL,MFSLEQN,890,897.9,877.55,880.2,890.15,-9.95,-1.12,961,599.1,1062548,943191983.16,25-Oct-2023 15:57:48,27.38,-3.07
BANDHANBNK,BANDHANBNKEQN,222.5,224.85,217.15,218.75,221.3,-2.55,-1.15,274.75,182.15,10799172,2374845914.52,25-Oct-2023 15:59:42,-17.56,-11.25
DALBHARAT,DALBHARATEQN,2074.95,2096.3,2040.4,2051.35,2075.45,-24.1,-1.16,2424.75,1511.1,289021,597764793.04,25-Oct-2023 15:59:21,36.48,-7.58
FEDERALBNK,FEDERALBNKEQN,143.3,144.25,141.5,141.65,143.4,-1.75,-1.22,152.6,120.9,13307403,1902426332.88,25-Oct-2023 15:57:37,6.42,-1.75
CONCOR,CONCOREQN,699,712,690.85,692,700.7,-8.7,-1.24,828.75,555,674117,471443723.95,25-Oct-2023 15:48:29,-6.19,-4.67
PAGEIND,PAGEINDEQN,37441.55,37498.4,36887,36950,37441.55,-491.55,-1.31,53754.65,34952.65,35064,1301729961.6000001,25-Oct-2023 15:58:49,-29.65,-4.96
HINDPETRO,HINDPETROEQN,251.7,252.85,244.05,245.8,249.2,-3.4,-1.36,309.9,201,3688221,916633565.13,25-Oct-2023 15:59:41,20.15,-4.5
INDHOTEL,INDHOTELEQN,397.1,398.25,387.6,389.5,395.85,-6.35,-1.6,436.45,280.05,5099593,2000264358.32,25-Oct-2023 16:00:00,25.21,-2.56
AUROPHARMA,AUROPHARMAEQN,878.9,880,854.85,860.45,874.8,-14.35,-1.64,930,397.2,1959691,1701952439.68,25-Oct-2023 15:59:47,66.79,0.97
RECLTD,RECLTDEQN,278.5,283.7,269.5,273.7,278.3,-4.6,-1.65,299.2,93.15,14751988,4055616540.96,25-Oct-2023 15:58:56,194.03,2.73
UBL,UBLEQN,1645.8,1654.85,1588.75,1597,1629.05,-32.05,-1.97,1806.45,1353.5,494630,805089465.8000001,25-Oct-2023 15:50:30,-0.45,4.23
INDUSTOWER,INDUSTOWEREQN,181,181.1,171.7,174,177.8,-3.8,-2.14,205.7,135.15,6886337,1208345553.39,25-Oct-2023 15:57:33,-8.42,-3.05
POLYCAB,POLYCABEQN,5179.9,5187.5,5006.2,5039.75,5154.15,-114.4,-2.22,5493.65,2500,694305,3520223552.7000003,25-Oct-2023 15:59:45,89.35,0.47
LUPIN,LUPINEQN,1190,1190,1135.25,1141,1168,-27,-2.31,1215.4,628,1055178,1216134852.12,25-Oct-2023 15:58:36,71.58,6.43
TATACOMM,TATACOMMEQN,1612,1615,1559.2,1577,1615.15,-38.15,-2.36,1957.35,1156.8,1740515,2760178307.6,25-Oct-2023 15:58:39,31.74,-13.9
BHARATFORG,BHARATFORGEQN,1049,1062.15,1011.2,1030.2,1056.45,-26.25,-2.48,1148.05,743.55,2363189,2439283685.8,25-Oct-2023 15:59:24,34.35,-3.16
PFC,PFCEQN,245.9,247.6,234.45,237.6,244.15,-6.55,-2.68,258.2,84,12354938,2958513453.48,25-Oct-2023 15:59:52,129.79,2.41
ZEEL,ZEELEQN,250,252.35,240.75,242.95,249.7,-6.75,-2.7,290.7,170.1,7600215,1863496715.85,25-Oct-2023 15:59:49,-6.64,-5.95
GODREJPROP,GODREJPROPEQN,1632.5,1655.45,1575.85,1580,1630.2,-50.2,-3.08,1769,1005,710073,1138289623.3799999,25-Oct-2023 15:55:13,35.34,5.94
NIFTY 100,NIFTY 100,19196.75,19264.9,18977.15,19034.4,19189.1,-154.6999999999971,-0.81,20136.3,16696.25,454670976,265325428679.36,25-Oct-2023 16:00:00,6.9,-2.17
TATAMTRDVR,TATAMTRDVREQN,428.65,432,416.9,419.3,425.95,-6.65,-1.56,449,190,2370106,1001843806.1999999,25-Oct-2023 15:59:04,98.35,2.1
NIFTY SMLCAP 50,NIFTY SMLCAP 50,5780.65,5825.55,5643.1,5727.95,5745.4,-17.449999999999818,-0.3,6096,3984.65,471958490,45867781609.66,25-Oct-2023 16:00:00,31.48,0.2
WELSPUNIND,WELSPUNINDEQN,125.15,145,120.25,140.4,127.85,12.55,9.82,145,62,30177253,4089923099.09,25-Oct-2023 15:59:59,61.84,5.7
IOB,IOBEQN,37.65,39.75,36.85,38.9,37.15,1.75,4.71,51.1,17.85,117566812,4505160235.84,25-Oct-2023 15:59:58,105.82,-15.28
ANGELONE,ANGELONEEQN,2255,2332.3,2207.3,2324,2235.05,88.95,3.98,2437,999,1091910,2472051482.7,25-Oct-2023 15:58:36,38.09,21.31
KALYANKJIL,KALYANKJILEQN,289.75,299.3,282.25,296,287.35,8.65,3.01,309.75,90.3,5307028,1556179820.44,25-Oct-2023 15:58:49,178.85,33.22
UCOBANK,UCOBANKEQN,36.2,37.7,35.1,36.75,35.75,1,2.8,48.45,12.35,38360410,1401689381.3999999,25-Oct-2023 15:59:58,186,-16.96
TEJASNET,TEJASNETEQN,875,875,836,850,827.95,22.05,2.66,940,510,822871,702814121.1,25-Oct-2023 15:59:49,19.67,0.18
CIEINDIA,CIEINDIAEQN,453,461.5,443.05,459.9,449.3,10.6,2.36,579.75,282,458971,207927632.13,25-Oct-2023 15:59:48,-,-5.13
RENUKA,RENUKAEQN,49,51.25,47.9,49.3,48.2,1.1,2.28,65.6,39.4,21184821,1055427782.22,25-Oct-2023 15:59:49,-18.92,-11.32
NATIONALUM,NATIONALUMEQN,90.5,92.55,89.85,91.6,89.7,1.9,2.12,106.35,68.9,8121107,743324923.71,25-Oct-2023 15:59:26,27.87,-4.06
IRB,IRBEQN,32.65,33.5,31.5,32.65,32.05,0.6,1.87,37,22.5,50913489,1664361955.4099998,25-Oct-2023 15:59:34,-86.67,7.55
IDBI,IDBIEQN,62.95,64.8,60.85,64.15,63,1.15,1.83,74.75,42.9,13219474,836396119.98,25-Oct-2023 15:59:48,39.23,-11.58
CDSL,CDSLEQN,1321,1367.4,1307,1327.2,1307.15,20.05,1.53,1430,880.9,2084710,2783713263,25-Oct-2023 15:59:52,6.75,-0.44
MRPL,MRPLEQN,97.5,98.8,92.5,97.05,95.85,1.2,1.25,117.7,49.25,7547947,724225514.65,25-Oct-2023 15:59:56,62.87,1.48
JBMA,JBMABEN,1170.9,1194.9,1133,1172,1158.2,13.8,1.19,1607.65,403.55,46199,54118894.57,25-Oct-2023 15:55:19,-,-18.9
JBCHEPHARM,JBCHEPHARMEQN,1287.35,1309.95,1260,1300,1287.35,12.65,0.98,1524.5,875,102679,132794750.69999999,25-Oct-2023 15:53:54,-34.99,-6.56
IDFC,IDFCEQN,119.9,121.6,119.25,120.25,119.5,0.75,0.63,137,72.85,7100092,853857063.9200001,25-Oct-2023 15:59:59,50.13,-4.93
RADICO,RADICOEQN,1192.9,1217.95,1184.1,1194.15,1187.35,6.8,0.57,1478,929.3,185963,223172336.67,25-Oct-2023 15:47:53,13.45,0.42
CUB,CUBEQN,131.95,134.2,129.85,131,130.4,0.6,0.46,205,119.5,5153305,679050999.85,25-Oct-2023 15:59:52,-30.29,0.54
CESC,CESCEQN,85.6,87.3,84,85.35,85.15,0.2,0.23,94.4,62.1,3443911,295694198.46,25-Oct-2023 15:58:12,8.2,-6.22
UTIAMC,UTIAMCEQN,760.85,772.85,751,759.95,758.25,1.7,0.22,908,608,215086,164069751.66,25-Oct-2023 15:50:29,-0.71,-3.39
ANURAS,ANURASEQN,847,857,845.55,850.3,849.15,1.15,0.14,1234,570,114702,97529963.58,25-Oct-2023 15:51:56,10.38,-3.39
ROUTE,ROUTEEQN,1559.95,1576,1556,1557,1558.05,-1.05,-0.07,1759.9,1136.2,104377,163343742.38,25-Oct-2023 15:59:05,16.87,-1.21
INDIAMART,INDIAMARTEQN,2677,2726,2641.05,2691.05,2693.05,-2,-0.07,3335.55,2043.5,176590,475198392.29999995,25-Oct-2023 15:59:21,-38.29,-9.97
PNBHOUSING,PNBHOUSINGEQN,726,731.95,693.7,714.3,715.05,-0.75,-0.1,784.9,345.83,947961,671990593.68,25-Oct-2023 15:56:21,64.7,3.91
PVRINOX,PVRINOXEQN,1632,1641.6,1600.1,1614.4,1617.2,-2.8,-0.17,1925.45,1336.4,501695,813664001.8499999,25-Oct-2023 15:59:08,-,-5.92
CYIENT,CYIENTEQN,1635,1680.95,1590,1608.2,1612.6,-4.4,-0.27,1945,723.8,482473,790092960.0699999,25-Oct-2023 15:59:39,109.63,-1.28
SUZLON,SUZLONBEN,32.1,33.1,30.3,31.7,31.8,-0.1,-0.31,34.1,6.95,98053560,3116142136.8,25-Oct-2023 15:59:54,-,-
GNFC,GNFCEQN,654.9,661.9,635,649.9,652.8,-2.9,-0.44,735,484.45,1516046,984262544.58,25-Oct-2023 15:59:07,-10.25,9.42
BSOFT,BSOFTEQN,526.45,534.95,520.2,524.1,526.45,-2.35,-0.45,560,250.25,1054661,556396957.16,25-Oct-2023 15:56:59,86.59,7.87
CHAMBLFERT,CHAMBLFERTEQN,278.25,282.8,273.05,275.95,277.3,-1.35,-0.49,331.95,248.4,1270319,353123275.62,25-Oct-2023 15:59:49,-15.32,-0.79
EXIDEIND,EXIDEINDEQN,251.8,254.25,247.3,250.3,251.55,-1.25,-0.5,279.75,159,1426209,357935672.73,25-Oct-2023 15:58:33,57.42,-1.81
MGL,MGLEQN,1018.95,1041.75,1004.55,1012.9,1018.75,-5.85,-0.57,1152,780.3,577020,591185841,25-Oct-2023 15:55:06,29.62,-0.18
CAMPUS,CAMPUSEQN,281.45,282.8,271.2,278,279.75,-1.75,-0.63,599.45,271.2,1012817,280357873.77,25-Oct-2023 15:59:54,-52.91,-4.75
HINDCOPPER,HINDCOPPEREQN,143.8,145.75,138.85,141.05,142.1,-1.05,-0.74,174.75,93.85,5006210,712684055.6,25-Oct-2023 15:58:08,35.27,-7.22
CAMS,CAMSEQN,2414.85,2427.45,2366.4,2394.45,2414.85,-20.4,-0.84,2679,2010,124291,297596155.84999996,25-Oct-2023 15:58:33,-9.45,-2.76
AMARAJABAT,AMARAJABATEQN,617.2,623,605.05,611.5,617.2,-5.7,-0.92,709,491.55,351799,215888492.32999998,25-Oct-2023 15:59:57,24.66,-2.86
MEDANTA,MEDANTAEQN,754.9,763.55,725.8,738.8,749.95,-11.15,-1.49,793.4,390.55,349359,258829602.33,25-Oct-2023 15:58:26,-,8.06
RAYMOND,RAYMONDEQN,1711,1744.6,1649,1682,1707.45,-25.45,-1.49,2240,1072,165222,279742324.86,25-Oct-2023 15:53:30,52.41,-7.11
IEX,IEXEQN,127,128,123.65,124.4,126.3,-1.9,-1.5,163.75,116,4250719,534527914.25,25-Oct-2023 15:59:55,-7.44,-3.4
GLENMARK,GLENMARKEQN,755.15,762,741.7,747.6,759.9,-12.3,-1.62,880,369.05,832310,627486832.1,25-Oct-2023 15:55:53,90.98,-5.34
REDINGTON,REDINGTONEQN,142.95,145.75,139.1,140,142.65,-2.65,-1.86,202.3,135.3,1959055,278714754.85,25-Oct-2023 15:59:10,1.49,-9.57
HFCL,HFCLEQN,65.05,66.7,62,63.45,64.85,-1.4,-2.16,88.8,55.75,8855789,569604348.4799999,25-Oct-2023 15:59:24,-18.89,-10.3
BIKAJI,BIKAJIEQN,482.85,486,465,469,479.35,-10.35,-2.16,533,303,349494,164950683.18,25-Oct-2023 15:54:27,-,-0.53
RBLBANK,RBLBANKEQN,233.7,237.55,224,225.5,230.5,-5,-2.17,256.7,119.5,12910828,2980464643.7999997,25-Oct-2023 15:58:09,81.07,-1.07
PPLPHARMA,PPLPHARMAEQN,94.9,95.65,89.95,91.55,93.8,-2.25,-2.4,176.03,61.86,4086047,376447510.10999995,25-Oct-2023 15:59:49,-,-4.43
FINCABLES,FINCABLESEQN,899.85,906.35,864.4,874.4,897.2,-22.8,-2.54,1219,491.15,698735,611847302.75,25-Oct-2023 15:57:12,71.42,-17.34
MANAPPURAM,MANAPPURAMEQN,136.2,138.35,130,131.05,134.85,-3.8,-2.82,156.55,101.15,10073695,1345845652,25-Oct-2023 15:59:43,29.91,-4.23
SONATSOFTW,SONATSOFTWEQN,1089.85,1098,1041,1047,1077.6,-30.6,-2.84,1155,506.5,309436,327293551.56,25-Oct-2023 15:59:40,109.73,3.26
KEI,KEIEQN,2545.9,2558.65,2356.6,2460,2545.9,-85.9,-3.37,2815.15,1352.95,433461,1053253880.0699999,25-Oct-2023 15:53:05,66.13,2.67
TANLA,TANLAEQN,982.45,1025.6,946.5,954,1010.45,-56.45,-5.59,1317.95,493,859572,835426622.52,25-Oct-2023 15:59:40,30.54,-2.02
NIFTY MIDCAP 100,NIFTY MIDCAP 100,38964.35,39083.4,38187.65,38564.25,38817.35,-253.09999999999854,-0.65,41686.75,29200.2,884648028,137150103831.41,25-Oct-2023 16:00:00,25.85,-3.29
TATAELXSI,TATAELXSIEQN,7399.85,7590,7381.5,7550,7336.45,213.55,2.91,7947,5709.05,198994,1494235996.3,25-Oct-2023 15:59:38,0.37,1.12
FORTIS,FORTISEQN,325.4,335.75,316.95,334,325.05,8.95,2.75,352.5,245.5,1835988,594474554.52,25-Oct-2023 15:52:58,19.15,-1.89
PRESTIGE,PRESTIGEEQN,743,809.8,715.05,762,746.4,15.6,2.09,809.8,391,3739552,2840526303.6800003,25-Oct-2023 15:59:17,67.5,24.73
FACT,FACTEQN,665,706.9,643.2,669,656.65,12.35,1.88,774.95,112.5,2522948,1698221528.28,25-Oct-2023 15:59:30,458.14,22.08
CROMPTON,CROMPTONEQN,281.2,286.3,279.65,284.8,279.75,5.05,1.81,381.9,251,4026752,1140416433.9199998,25-Oct-2023 15:56:45,-25.88,-5.51
TIINDIA,TIINDIAEQN,2921.65,2970,2883.3,2952,2907.15,44.85,1.54,3736.4,2375,166760,488948658.00000006,25-Oct-2023 15:57:16,6.86,-9.16
SONACOMS,SONACOMSEQN,511.25,517,488.1,516.7,508.95,7.75,1.52,625.95,398.05,1626925,826445361.5,25-Oct-2023 15:57:24,5.2,-12.26
NIFTY NEXT 50,NIFTY NEXT 50,43762.45,44022.85,43144.15,43418.65,43684.75,-266.09999999999854,-0.61,46799,36850.75,227009129,66141652012.01,25-Oct-2023 16:00:00,4.23,-3.3
POONAWALLA,POONAWALLAEQN,357,366.8,351,355.7,350.45,5.25,1.5,451.5,243,3164806,1135975465.64,25-Oct-2023 15:59:10,9.86,-6.12
FLUOROCHEM,FLUOROCHEMEQN,2733.9,2755,2649.25,2722,2690.3,31.7,1.18,3989.9,2534.05,73674,198174219.12,25-Oct-2023 15:59:41,-30.13,-10.22
TORNTPHARM,TORNTPHARMEQN,1909,1954.05,1822.55,1918.85,1877.3,41.55,2.21,2094.55,1445.55,1682093,3224336787.98,25-Oct-2023 15:59:58,19.78,1.45
NYKAA,NYKAAEQN,140,141.05,136.5,140.6,139.05,1.55,1.11,224.45,114.25,5364033,745976069.31,25-Oct-2023 15:57:59,-87.84,-3.1
SUNTV,SUNTVEQN,627.5,637.35,623.5,637.35,631.6,5.75,0.91,666.5,393.8,1093809,691287288,25-Oct-2023 15:59:57,20.02,6.32
DMART,DMARTEQN,3685,3755,3620.1,3741,3668.95,72.05,1.96,4348,3292,333022,1238448874.04,25-Oct-2023 15:58:44,-13.26,-0.55
RAMCOCEM,RAMCOCEMEQN,975,996.7,966.6,983.9,975.35,8.55,0.88,1016.2,634.05,310034,303758911.84,25-Oct-2023 15:47:40,38.56,13.58
COROMANDEL,COROMANDELEQN,1117.7,1125.95,1106.95,1119.65,1110.45,9.2,0.83,1184.7,838,216057,241307581.58999997,25-Oct-2023 15:59:55,10.84,0.77
INDIGO,INDIGOEQN,2420.95,2482,2410.7,2430.05,2390.95,39.1,1.64,2745.1,1676,916854,2241542996.28,25-Oct-2023 15:59:14,33.32,1.5
DEVYANI,DEVYANIEQN,193.1,193.9,189,190.7,189.3,1.4,0.74,227.5,133.95,1979018,378546563.04,25-Oct-2023 15:58:32,-2.52,-9.3
JINDALSTEL,JINDALSTELEQN,650,661.9,646.25,649.7,640.15,9.55,1.49,722.8,432.85,2490628,1631485871.3999999,25-Oct-2023 15:59:45,46.04,-6.3
DELHIVERY,DELHIVERYEQN,415,423.4,401.55,417.85,415.5,2.35,0.57,452.4,291,1358182,556854620,25-Oct-2023 15:57:56,4.08,-3.43
MARICO,MARICOEQN,535.1,547.6,535,542.4,537.1,5.3,0.99,595,462.7,1349601,731591710.08,25-Oct-2023 15:58:18,3.32,-6.41
DIXON,DIXONEQN,5418,5518,5418,5440,5418,22,0.41,5607.1,2553,577617,3162834302.22,25-Oct-2023 15:59:41,26.61,12.68
VEDL,VEDLEQN,215,219.9,214.3,216.9,215.05,1.85,0.86,340.75,208,6955789,1513440570.6200001,25-Oct-2023 15:59:29,-23.67,-4.44
SYNGENE,SYNGENEEQN,695.05,705.65,686.85,695,693,2,0.29,860.25,545,1610241,1123465145.7,25-Oct-2023 15:59:56,20.51,-10.17
PGHH,PGHHEQN,16906.05,17544.25,16740,17051,16906.05,144.95,0.86,18597.95,13140.1,12506,216402323.28,25-Oct-2023 15:46:20,21.17,-4.37
UNIONBANK,UNIONBANKEQN,96.7,99.2,93.8,95.2,95,0.2,0.21,113.35,48.5,30434337,2936609177.1299996,25-Oct-2023 15:59:44,94.47,-6.73
ZYDUSLIFE,ZYDUSLIFEEQN,569.6,576.55,569.1,574.9,570.35,4.55,0.8,668.75,390,719859,411845731.08,25-Oct-2023 15:59:04,38.07,-4.24
PEL,PELEQN,978.95,996.15,968.55,973.2,971.75,1.45,0.15,1139.95,630.45,586947,575759790.1800001,25-Oct-2023 15:59:22,15.33,-7.02
SIEMENS,SIEMENSEQN,3414.75,3441.85,3385,3430,3414.75,15.25,0.45,4068.85,2691.5,239914,820774583.68,25-Oct-2023 15:58:57,21.18,-7.44
SBICARD,SBICARDEQN,776.4,781.95,768.25,778.2,774.9,3.3,0.43,933,695.55,891012,692057930.52,25-Oct-2023 15:59:26,-9.42,-2.94
GLAND,GLANDEQN,1519.95,1541.7,1481,1520,1519.3,0.7,0.05,2238,861,166865,251789273.10000002,25-Oct-2023 15:59:54,-30.75,-10.27
IPCALAB,IPCALABEQN,998,999.9,980.8,996.6,998.8,-2.2,-0.22,1009,669.8,806195,799955050.7,25-Oct-2023 15:56:31,10.93,11.69
AMBUJACEM,AMBUJACEMEQN,417,422.75,413.6,417,415.95,1.05,0.25,598,315.3,3289897,1379782801.8,25-Oct-2023 15:58:55,-19.53,-1.19
APOLLOTYRE,APOLLOTYREEQN,376.5,378.7,371.1,373.95,375,-1.05,-0.28,440.9,270,1038613,390134201.19,25-Oct-2023 15:57:27,33.31,0.87
NAUKRI,NAUKRIEQN,4080,4111,4032,4073,4072.75,0.25,0.01,4984.5,3308.2,159650,650554592,25-Oct-2023 15:53:45,5.59,-5.29
POLICYBZR,POLICYBZREQN,685,703.35,665.1,698,700.4,-2.4,-0.34,818,356.2,1659790,1140541296.3999999,25-Oct-2023 15:55:13,77.56,-6.64
MUTHOOTFIN,MUTHOOTFINEQN,1280,1306.55,1266.25,1280,1280.3,-0.3,-0.02,1379.95,911.25,460800,594026496,25-Oct-2023 15:57:41,23.66,0.8
L&TFH,L&TFHEQN,132.8,137.4,131.7,131.85,132.5,-0.65,-0.49,141.25,78.75,17582620,2365565694.7999997,25-Oct-2023 15:59:19,66.56,6.38
MCDOWELL-N,MCDOWELL-NEQN,1012.1,1029.65,1007.15,1011.1,1012.1,-1,-0.1,1098,730.55,487319,495491339.63,25-Oct-2023 15:53:16,21.14,-0.53
INDIANB,INDIANBEQN,415,419.5,404.45,408.9,411.8,-2.9,-0.7,446.5,228.2,935204,384583940.92,25-Oct-2023 15:57:03,76.1,-2.15
ICICIPRULI,ICICIPRULIEQN,520.95,525.95,515.15,520,521,-1,-0.19,615.6,380.7,950918,494914782.28000003,25-Oct-2023 15:59:59,1.82,-9.89
KPITTECH,KPITTECHEQN,1163,1178.15,1138.7,1143.05,1151.9,-8.85,-0.77,1238,622.55,824513,952477417.6,25-Oct-2023 15:59:27,61.59,7.28
PNB,PNBEQN,70,71.4,68.55,69.45,69.65,-0.2,-0.29,83.5,38.9,56157100,3939420565.0000005,25-Oct-2023 15:59:54,69.46,-10.13
MANKIND,MANKINDEQN,1750,1751.95,1705.3,1735.9,1749.4,-13.5,-0.77,1949,1242,148948,256646340.88,25-Oct-2023 15:58:20,-,-0.14
TRENT,TRENTEQN,2007.9,2007.9,1973.8,1985.85,1991.95,-6.1,-0.31,2185,1155,512770,1020802005.2,25-Oct-2023 15:58:09,39.37,-3.58
ADANIPOWER,ADANIPOWEREQN,326.95,329.8,310.25,313.95,316.45,-2.5,-0.79,409.7,132.4,5402798,1720845190.98,25-Oct-2023 15:59:17,-,-17.57
DABUR,DABUREQN,517.3,525,516.3,519.75,521.35,-1.6,-0.31,610.75,503.65,2014418,1048242694.66,25-Oct-2023 15:59:08,-2.89,-7.12
MAXHEALTH,MAXHEALTHEQN,580.05,580.95,549.1,572.9,577.85,-4.95,-0.86,630,409.05,2723739,1536651831.6299999,25-Oct-2023 15:58:34,40.41,6.37
ABB,ABBEQN,3949,4020.25,3895.3,3930,3942.7,-12.7,-0.32,4678,2640,261645,1030326612.6,25-Oct-2023 15:55:46,29.15,-5.83
NHPC,NHPCEQN,51,51.7,49.55,50,50.5,-0.5,-0.99,56.85,36.75,18364223,922618563.52,25-Oct-2023 15:59:19,17.58,-2.98
COLPAL,COLPALEQN,2074,2102,2052.6,2067.7,2075.75,-8.05,-0.39,2129.4,1434.6,388909,806643935.0799999,25-Oct-2023 15:56:48,30.08,3.72
APLAPOLLO,APLAPOLLOEQN,1642,1657.9,1602.45,1622,1639.45,-17.45,-1.06,1800,987.95,726593,1177988901.25,25-Oct-2023 15:57:00,49.09,3.88
ZOMATO,ZOMATOEQN,105.65,109.5,105.55,108.45,108.9,-0.45,-0.41,115.1,44.35,59685089,6419131321.95,25-Oct-2023 15:59:56,74.66,9.01
